Timestamp          ,CPU Usage (%) ,Memory Usage (%) ,Disk Usage (%)
1737025164.9501827 ,        100.0 ,             3.2 ,          47.0
1737025166.9507427 ,         99.7 ,             3.2 ,          47.0
1737025168.951296  ,        100.0 ,             3.2 ,          47.0
1737025170.9518552 ,         99.7 ,             3.2 ,          47.0
1737025172.9524057 ,         99.5 ,             3.2 ,          47.0
1737025174.9529755 ,        100.0 ,             3.2 ,          47.0
1737025176.9535892 ,        100.0 ,             3.2 ,          47.0
1737025178.954282  ,         99.7 ,             3.2 ,          47.0
1737025180.9548473 ,        100.0 ,             3.2 ,          47.0
1737025182.9554348 ,         99.7 ,             3.3 ,          47.0
1737025184.9560077 ,         99.7 ,             3.2 ,          47.0
1737025186.9565845 ,        100.0 ,             3.3 ,          47.0
1737025188.9571364 ,         99.8 ,             3.2 ,          47.0
1737025190.9576907 ,        100.0 ,             3.2 ,          47.0
1737025192.958268  ,         98.5 ,             3.2 ,          47.0
1737025194.9588416 ,        100.0 ,             3.2 ,          47.0
1737025196.9594033 ,         99.7 ,             3.2 ,          47.0
1737025198.9600055 ,        100.0 ,             3.2 ,          47.0
1737025200.9605668 ,        100.0 ,             3.2 ,          47.0
1737025202.961139  ,        100.0 ,             3.2 ,          47.0
